id;Item_Name;Category;Category_Id;Item_Buyed_Price;Item_Selling_Price 
4922;Blondel;Furniture;6;61;64.05
4923;Pichon;UNKNOWN;5;34;38.76
4924;Barbier;Furniture;1;13;13.91
4925;Marchand;Computing;2;48;50.88
4926;Boucher;Tools;2;88;100.32
4927;Peron;Computing;1;44;47.52
4928;Ruiz;Tools;3;54;57.24
4929;Baudry;Cooking;4;39;42.12
4930;Thierry;Computing;3;65;71.5
4931;Barbe;Tools;3;90;103.5
4932;Mathieu;Games;5;11;12.1
4933;Pierre;Computing;3;34;36.72
4934;Martel;Tools;6;43;49.45
4935;Barbe;Tools;4;59;63.13
4936;Charrier;UNKNOWN;4;46;51.519999999999996
4937;Diallo;Furniture;1;45;51.75
4938;Joly;Tools;1;48;54.24
4939;Hubert;Furniture;6;52;59.8
4940;Descamps;Computing;1;53;55.65
4941;Gosselin;Furniture;6;19;21.85
4942;Colas;Tools;1;58;62.64
4943;Martins;Tools;6;25;26.25
4944;Lopes;Computing;2;29;32.77
4945;Bonnet;Tools;1;90;100.8
4946;Munoz;Cooking;6;57;63.269999999999996
4947;Gregoire;Furniture;3;70;79.1
4948;Antoine;Furniture;6;56;63.28
4949;Chauveau;Computing;4;28;31.64
4950;Chauveau;Computing;4;15;15.9
4951;Guillon;Computing;5;47;52.17
4952;Torres;Tools;5;79;86.11
4953;Jacquet;Computing;3;76;81.32
4954;Guibert;Tools;1;36;41.04
4955;Delorme;Furniture;1;83;94.62
4956;Diaz;UNKNOWN;5;79;85.32
4957;Buisson;UNKNOWN;2;66;73.26
4958;Fernandes;Cooking;1;83;89.64
4959;Vaillant;Tools;5;50;56.5
4960;Bouvier;Tools;4;98;107.8
4961;Hernandez;Furniture;5;87;93.96
4962;Rocher;Furniture;4;64;70.4
4963;Bonnet;Furniture;1;53;60.42
4964;Nguyen;Furniture;3;11;12.1
4965;Berthelot;Furniture;5;63;69.3
4966;Barbier;Cooking;3;91;103.74
4967;Brunel;Furniture;3;22;24.86
4968;Briand;UNKNOWN;1;98;108.78
4969;Guilbert;Computing;3;30;34.2
4970;Carre;UNKNOWN;2;24;26.88
4971;Hoareau;Cooking;4;79;82.95
4972;Lefevre;Tools;1;94;102.46000000000001
4973;Renard;UNKNOWN;3;92;96.6
4974;Begue;Tools;3;49;54.39
4975;Tessier;Furniture;2;56;60.480000000000004
4976;Roche;Tools;4;38;42.94
4977;Pires;Furniture;5;12;12.96
4978;Bonneau;Cooking;1;65;72.15
4979;Diallo;UNKNOWN;4;63;69.93
4980;Lefebvre;UNKNOWN;2;94;100.58
4981;Huet;Computing;6;32;33.6
4982;Perez;Games;4;82;91.84
4983;Roger;Tools;6;48;52.32
4984;Chevallier;UNKNOWN;3;67;73.03
4985;Germain;Computing;4;38;42.94
4986;Moreau;Computing;3;99;109.89
4987;Da Silva;Computing;2;15;16.95
4988;Moulin;Tools;1;74;82.14
4989;Fernandes;UNKNOWN;3;67;71.02
4990;Seguin;Games;6;91;96.46
4991;Chauvet;Tools;5;11;12.1
4992;Simon;UNKNOWN;5;92;102.12
4993;Antoine;Furniture;5;97;109.61
4994;Mallet;Furniture;5;88;94.16
4995;Bouvet;Games;3;39;43.68
4996;Adam;Cooking;4;60;68.4
4997;Andre;Furniture;6;47;52.17
4998;Joseph;Tools;6;73;78.11
4999;Hoarau;Furniture;2;64;70.4
5000;Riou;Furniture;2;45;50.85
5001;Roy;Cooking;1;16;17.44
5002;Henry;Tools;2;26;28.34
5003;Chevalier;Cooking;3;68;76.84
5004;Descamps;Tools;5;43;49.45
5005;Roger;Tools;2;48;50.88
5006;Brunel;Tools;2;65;70.85
5007;Delmas;Furniture;1;30;33.6
5008;Lecomte;Computing;1;57;62.13
5009;Gay;Cooking;4;88;98.56
5010;Pasquier;Computing;3;36;41.04
5011;Fournier;Games;3;74;79.18
5012;Breton;Computing;1;11;12.65
5013;Mary;Games;2;49;54.39
5014;Mahe;Cooking;1;49;52.92
5015;Guillot;Tools;4;96;108.48
5016;Hamel;UNKNOWN;6;66;72.6
5017;Langlois;Furniture;1;87;95.7
5018;Le Goff;UNKNOWN;5;27;28.35
5019;Bourdon;Tools;5;17;18.53
5020;Gauthier;Tools;5;84;94.08
5021;Carpentier;Computing;4;82;93.48
5022;Lambert;Computing;5;35;39.55
5023;Fabre;Furniture;3;36;41.04
5024;Lebreton;Games;1;62;67.58
5025;Leroy;Tools;5;97;104.76
5026;Gaudin;UNKNOWN;4;22;25.3
5027;Paul;UNKNOWN;1;39;43.68
5028;Traore;Games;2;13;14.3
5029;Benard;Games;5;37;39.96
5030;Jacques;UNKNOWN;5;21;23.52
5031;Vasseur;Games;1;45;49.95
5032;Blot;UNKNOWN;2;27;28.62
5033;Etienne;UNKNOWN;6;80;88.8
5034;Delaunay;Furniture;2;49;51.45
5035;Muller;Cooking;2;46;48.3
5036;Mahe;Cooking;5;63;71.82
5037;Mendes;UNKNOWN;5;70;77.0
5038;Barthelemy;Computing;3;10;10.7
5039;Schneider;Cooking;4;65;72.15
5040;Fontaine;Tools;1;19;20.71
5041;Roy;Tools;6;85;90.95
5042;Gonzalez;Furniture;6;57;65.55
5043;Bonneau;UNKNOWN;1;38;39.9
5044;Guillet;UNKNOWN;2;52;54.6
5045;Baron;UNKNOWN;6;36;38.52
5046;Muller;Computing;4;45;50.85
5047;Martins;Furniture;2;14;15.26
5048;Leclercq;Furniture;3;53;58.83
5049;Allard;Furniture;3;20;21.8
5050;Lefort;Games;4;97;105.73
5051;Schmitt;Games;4;58;65.54
5052;Descamps;Games;1;64;71.04
5053;Traore;Computing;3;65;69.55
5054;Deschamps;Cooking;1;21;22.26
5055;Gilles;Tools;5;11;11.66
5056;Didier;Tools;3;45;51.75
5057;Guillet;Games;3;23;26.22
5058;Samson;Furniture;6;37;40.7
5059;Joubert;Furniture;4;95;104.5
5060;Maury;UNKNOWN;4;35;38.85
5061;Faivre;Tools;6;17;18.36
5062;Lefevre;Cooking;6;16;17.76
5063;Caron;Cooking;3;53;56.18
5064;Royer;Furniture;3;11;11.88
5065;Remy;Cooking;4;67;75.03999999999999
5066;Didier;Tools;3;87;92.22
5067;Dufour;Furniture;5;32;34.24
5068;Salmon;Tools;6;29;32.77
5069;Barre;Furniture;5;14;15.54
5070;Marty;Furniture;2;94;103.4
5071;Charpentier;Cooking;2;98;110.74
5072;Lejeune;Computing;1;30;33.9
5073;Royer;Furniture;4;92;97.52
5074;Roux;Computing;6;50;54.0
5075;Rolland;UNKNOWN;3;93;103.23
5076;Lecomte;UNKNOWN;6;75;80.25
5077;Fernandes;Cooking;3;36;39.6
5078;Rousseau;UNKNOWN;6;76;85.12
5079;Guibert;Computing;3;23;24.84
5080;Guichard;Computing;5;42;44.52
5081;Blanc;UNKNOWN;2;85;90.1
5082;Germain;Furniture;2;71;81.65
5083;Moreau;Games;5;42;44.52
5084;Michel;Furniture;1;90;94.5
5085;Lecoq;Computing;4;84;94.08
5086;Hoareau;Furniture;6;86;91.16
5087;Guyot;Tools;4;58;66.7
5088;Martineau;Cooking;1;77;81.62
5089;Rossi;UNKNOWN;3;73;80.3
5090;Perret;Tools;3;90;103.5
5091;Tessier;Games;4;10;11.4
5092;Herve;UNKNOWN;6;80;84.0
5093;Breton;Furniture;3;67;73.7
5094;Lopes;Furniture;2;30;32.1
5095;Bourdon;Tools;4;89;98.78999999999999
5096;Durand;Cooking;1;81;88.29
5097;Moulin;Tools;6;67;72.36
5098;Carre;UNKNOWN;6;41;45.92
5099;Le Goff;UNKNOWN;4;68;71.4
5100;Fischer;Cooking;6;62;70.68
5101;Vidal;Cooking;2;93;105.09
5102;Weber;Cooking;6;48;53.28
5103;Thierry;Furniture;2;12;12.6
5104;Boucher;Furniture;4;43;46.87
5105;Dijoux;Cooking;3;67;72.36
5106;Ferreira;Furniture;1;58;64.38
5107;Morvan;UNKNOWN;2;28;30.240000000000002
5108;Pruvost;Furniture;2;77;80.85
5109;Gaudin;Computing;4;98;108.78
5110;Guerin;Games;5;44;46.2
5111;Torres;UNKNOWN;6;63;72.45
5112;Gautier;Tools;2;25;26.75
5113;Valentin;Tools;2;81;86.67
5114;Roussel;Furniture;5;80;86.4
5115;Dupuy;UNKNOWN;6;18;19.44
5116;Lombard;Cooking;6;38;43.7
5117;Masse;Cooking;2;57;64.41
5118;Aubry;Games;5;38;43.32
5119;Marchand;Tools;2;78;83.46
5120;Julien;Tools;6;89;94.34
5121;Lecoq;Cooking;1;18;20.34
5122;Letellier;Computing;3;91;95.55
5123;Faivre;Games;1;35;38.15
5124;Torres;Games;3;55;62.7
5125;Lucas;Computing;1;59;63.13
5126;Guichard;Tools;4;42;46.2
5127;Lecoq;Computing;1;97;106.7
5128;Hamon;UNKNOWN;3;12;13.8
5129;Roy;Computing;4;79;90.85
5130;Martineau;Games;2;32;35.84
5131;Chevallier;Games;4;18;19.98
5132;Dufour;Games;4;14;15.82
5133;Rocher;Tools;4;24;26.64
5134;Rossi;Furniture;1;78;85.8
5135;Germain;Computing;3;44;48.84
5136;Renard;Cooking;5;82;87.74
5137;Roussel;Tools;2;60;67.2
5138;Hardy;UNKNOWN;1;99;110.88
5139;Dupont;Games;1;62;69.44
5140;Gros;Furniture;4;44;47.52
5141;Munoz;Games;5;36;38.16
5142;Guillot;Furniture;5;44;50.6
5143;Brunet;Tools;3;11;12.21
5144;Devaux;Cooking;5;85;97.75
5145;Aubry;Tools;5;65;72.15
5146;Da Silva;Tools;4;53;56.71
5147;Lebon;Computing;3;92;96.6
5148;Costa;Games;3;75;85.5
5149;Louis;UNKNOWN;1;80;88.0
5150;Vaillant;Computing;3;58;66.7
5151;Neveu;Games;4;46;51.519999999999996
5152;Roussel;Cooking;4;93;97.65
5153;Vaillant;UNKNOWN;4;48;53.76
5154;Legendre;Tools;1;47;53.58
5155;Fleury;Furniture;5;25;26.75
5156;Martin;Games;4;18;19.98
5157;Barthelemy;Furniture;5;75;82.5
5158;Ollivier;Computing;3;29;32.19
5159;Leveque;Cooking;5;97;106.7
5160;Antoine;Furniture;6;47;51.230000000000004
5161;Laurent;Furniture;2;67;74.37
5162;Lombard;Cooking;6;38;39.9
5163;Royer;Cooking;3;34;36.04
5164;Perrier;Computing;1;87;92.22
5165;Perrier;Tools;2;63;70.56
5166;Begue;Games;6;35;37.45
5167;Cousin;Cooking;5;85;93.5
5168;Voisin;Cooking;4;57;62.7
5169;Brunet;Games;5;16;16.96
5170;Boutin;Furniture;5;87;91.35
5171;Moreno;Games;5;52;59.28
5172;Bigot;Tools;3;16;17.12
5173;Legros;Tools;6;37;41.07
5174;Huet;Cooking;4;37;38.85
5175;Pereira;Computing;6;13;14.69
5176;Rousseau;UNKNOWN;2;28;31.08
5177;Ollivier;Furniture;1;83;94.62
5178;Gay;Computing;1;38;40.66
5179;Allard;Furniture;6;83;95.45
5180;Louis;Furniture;4;84;89.04
5181;Cousin;Cooking;3;82;88.56
5182;Moreau;UNKNOWN;5;53;60.95
5183;Jacquet;Tools;2;84;94.08
5184;Duhamel;Cooking;4;24;26.16
5185;Marchand;UNKNOWN;3;10;11.0
5186;Lefort;Tools;3;52;54.6
5187;Letellier;Cooking;6;46;52.9
5188;Devaux;Cooking;2;89;100.57
5189;Masse;Tools;6;80;84.8
5190;Auger;Computing;2;36;40.68
5191;Voisin;Cooking;5;93;103.23
5192;Gomes;Tools;3;24;26.88
5193;Moreau;Games;4;47;52.17
5194;Meunier;Furniture;4;47;51.230000000000004
5195;Delattre;Tools;5;37;40.33
5196;Nicolas;Cooking;4;86;94.6
5197;Aubert;Furniture;3;81;90.72
5198;Pierre;Tools;2;36;39.6
5199;Dupre;Cooking;2;49;51.94
5200;Chevallier;Computing;3;77;86.24
5201;Thomas;Furniture;6;33;34.65
5202;Courtois;UNKNOWN;5;93;103.23
5203;Hoarau;Furniture;2;85;90.1
5204;Boulanger;Games;5;64;67.2
5205;Texier;Furniture;5;39;44.07
5206;Auger;Computing;6;95;102.6
5207;Descamps;Computing;1;36;40.32
5208;Rousset;Games;6;15;16.05
5209;Tanguy;Cooking;6;79;90.85
5210;Rocher;Games;2;40;42.0
5211;Baron;Furniture;5;58;64.38
5212;Pruvost;Computing;6;51;54.06
5213;Pierre;UNKNOWN;1;90;96.3
5214;Guillaume;Cooking;1;82;86.1
5215;Blot;Computing;6;66;72.6
5216;Cousin;Furniture;3;60;69.0
5217;Pineau;Computing;6;77;82.39
5218;Pruvost;Games;1;14;14.98
5219;Bertrand;Cooking;5;52;58.76
5220;Delahaye;Computing;1;64;67.2
5221;Chevallier;Cooking;3;87;96.57
5222;Rey;Tools;3;12;13.2
5223;Gillet;Games;3;81;88.29
5224;Laurent;UNKNOWN;6;84;96.6
5225;Barthelemy;Games;3;35;38.5
5226;Lagarde;UNKNOWN;1;41;46.33
5227;Dijoux;Games;5;93;105.09
5228;Devaux;Furniture;2;19;20.52
5229;Mallet;UNKNOWN;5;11;12.21
5230;Gimenez;Furniture;5;71;80.23
5231;Joly;Cooking;3;90;98.1
5232;Gilles;Games;4;99;107.91
5233;Goncalves;Tools;1;58;66.12
5234;Hoarau;Computing;6;23;25.990000000000002
5235;Mercier;UNKNOWN;1;96;109.44
5236;Mahe;Furniture;3;67;77.05
5237;Guichard;Games;2;55;57.75
5238;Cousin;UNKNOWN;1;82;93.48
5239;Martinez;Computing;2;43;48.16
5240;Rolland;Tools;2;77;81.62
5241;Blin;Computing;5;41;43.46
5242;Lopez;Games;2;74;82.88
5243;Giraud;Computing;5;46;48.3
5244;Bertin;Cooking;3;47;52.64
5245;Julien;Furniture;1;51;55.59
5246;Jourdan;UNKNOWN;4;22;23.32
5247;Lecomte;UNKNOWN;3;81;92.34
5248;Delmas;Furniture;5;67;75.71000000000001
5249;Parent;Games;3;18;19.8
5250;Didier;Games;6;71;75.26
5251;Dumas;Computing;5;55;60.5
5252;Coste;Cooking;6;74;80.66
5253;Girard;Furniture;5;98;102.9
5254;Lemoine;UNKNOWN;6;88;101.2
5255;Leduc;Tools;5;77;87.78
5256;Cohen;Computing;4;99;106.92
5257;Martineau;Furniture;3;14;15.4
5258;Philippe;Furniture;6;41;47.15
5259;Alves;Furniture;2;60;67.2
5260;Guillou;Tools;3;23;24.15
5261;Hoarau;Tools;2;65;68.9
5262;Gaudin;Cooking;4;47;53.11
5263;Gaillard;Computing;3;59;64.9
5264;Lagarde;Furniture;3;67;70.35
5265;Bousquet;Cooking;4;84;89.04
5266;Maurice;Cooking;4;43;49.019999999999996
5267;Leclerc;Cooking;3;45;49.05
5268;Bazin;UNKNOWN;5;83;91.3
5269;Robin;Games;4;23;24.38
5270;Navarro;Cooking;5;27;30.78
5271;Hardy;Tools;4;47;51.7
5272;Toussaint;Furniture;1;49;51.94
5273;Ferrand;Cooking;6;98;111.72
5274;Nguyen;Furniture;1;28;32.2
5275;Louis;Games;3;54;61.019999999999996
5276;Henry;UNKNOWN;1;67;71.69
5277;Giraud;Computing;6;87;93.96
5278;Vidal;Furniture;1;11;11.77
5279;Grenier;UNKNOWN;1;53;56.71
5280;Perez;UNKNOWN;3;54;58.32
5281;Gauthier;Cooking;5;14;14.84
5282;Guilbert;Games;2;39;42.9
5283;Gros;Furniture;4;42;46.2
5284;Pons;Computing;5;49;51.45
5285;Masson;Cooking;1;83;95.45
5286;Morin;UNKNOWN;6;23;26.22
5287;Francois;UNKNOWN;5;55;60.5
5288;Godard;Tools;2;72;78.48
5289;Dupont;Furniture;5;31;34.41
5290;Bernier;Furniture;3;47;50.76
5291;Rousseau;Furniture;1;52;55.64
5292;Baudry;UNKNOWN;1;85;90.1
5293;Cohen;Cooking;3;34;36.38
5294;Michaud;Furniture;6;32;35.2
5295;Camus;Tools;2;28;30.52
5296;Fischer;UNKNOWN;3;68;72.08
5297;Dupre;Cooking;6;92;104.88
5298;Colin;UNKNOWN;3;94;103.4
5299;Jacob;Furniture;6;94;106.22
5300;Gregoire;Furniture;4;98;104.86
5301;De Sousa;Tools;1;12;13.44
5302;Perez;Computing;3;10;10.8
5303;Guibert;UNKNOWN;1;10;11.3
5304;Gautier;Furniture;4;23;25.759999999999998
5305;Lebreton;UNKNOWN;5;13;14.3
5306;Pons;Games;3;76;87.4
5307;Duval;Cooking;4;94;98.7
5308;Nicolas;Cooking;2;38;41.8
5309;Tessier;Computing;5;63;69.3
5310;Allard;Cooking;3;32;35.2
5311;Lefort;Cooking;3;67;77.05
5312;Dumas;Tools;3;77;86.24
5313;Bouchet;Games;3;26;29.9
5314;Colin;Computing;5;98;111.72
5315;Klein;UNKNOWN;3;60;66.6
5316;Guillaume;Furniture;5;55;62.7
5317;Huet;Computing;4;95;100.7
5318;Letellier;Computing;3;56;58.8
5319;Bruneau;Computing;2;72;76.32
5320;Vidal;Computing;6;59;63.72
5321;Richard;Computing;3;72;81.36
5322;Denis;Furniture;5;27;29.16
5323;Joseph;Tools;6;18;20.52
5324;Launay;Cooking;1;79;87.69
5325;Mary;Tools;5;22;23.1
5326;Vidal;Cooking;2;98;102.9
5327;Rossi;Furniture;1;43;47.730000000000004
5328;Gosselin;Furniture;2;86;95.46000000000001
5329;Delaunay;Cooking;1;22;23.76
5330;Fontaine;Furniture;4;42;47.46
5331;Tanguy;Tools;2;73;83.95
5332;Bertin;Computing;3;31;32.86
5333;Roussel;Cooking;3;72;77.04
5334;Aubert;Tools;4;26;29.9
5335;Gay;Cooking;4;88;93.28
5336;Pierre;Computing;5;85;93.5
5337;Leroux;Computing;2;30;31.8
5338;Marion;Computing;5;90;102.6
5339;Fontaine;Furniture;5;75;84.0
5340;Joly;Tools;5;75;80.25
5341;Rodrigues;UNKNOWN;2;26;28.08
5342;Caron;Games;6;57;63.84
5343;Hoarau;Tools;3;43;49.019999999999996
5344;Chauveau;Games;4;30;32.7
5345;Mace;Cooking;3;51;58.65
5346;Fernandez;UNKNOWN;2;92;103.96000000000001
5347;Legendre;Games;6;81;86.67
5348;Gaillard;Computing;2;33;35.31
5349;Moulin;Tools;1;29;31.32
5350;Da Costa;Cooking;2;17;18.19
5351;Garnier;Games;4;20;22.6
5352;Poirier;Tools;1;79;86.9
5353;Pages;Cooking;5;94;99.64
5354;Guichard;Furniture;3;66;75.24
5355;Lecoq;UNKNOWN;2;55;59.95
5356;Charpentier;Cooking;6;72;82.8
5357;Carpentier;UNKNOWN;2;45;49.05
5358;Leduc;Cooking;4;45;51.3
5359;Olivier;Furniture;5;67;71.69
5360;Lebrun;UNKNOWN;2;98;110.74
5361;Boyer;Computing;2;18;19.08
5362;Rossi;Cooking;3;31;33.79
5363;Boyer;Cooking;1;15;16.95
5364;Chauveau;Games;1;46;51.980000000000004
5365;Laroche;Games;6;16;17.28
5366;Gallet;Games;2;34;36.72
5367;Fernandez;Furniture;4;49;54.88
5368;Da Costa;Computing;1;62;66.96
5369;Martinez;Furniture;3;37;41.81
5370;Daniel;Tools;6;59;65.49
5371;Roy;UNKNOWN;1;14;14.98
5372;Morel;Computing;1;85;97.75
5373;Bernard;Computing;2;76;83.6
5374;Thierry;Computing;5;87;97.44
5375;Weber;Computing;5;82;89.38
5376;Jean;Tools;3;16;17.76
5377;Denis;Furniture;2;82;89.38
5378;Gallet;Tools;5;31;33.17
5379;Maillot;Games;3;80;92.0
5380;Lesage;Games;3;11;11.66
5381;Lucas;Furniture;2;17;19.55
5382;Gosselin;Cooking;2;94;104.34
5383;Chevalier;Tools;2;33;35.31
5384;Rocher;Tools;6;76;82.08
5385;Verdier;Tools;2;32;36.16
5386;Humbert;Furniture;2;57;61.56
5387;Richard;Tools;1;36;40.68
5388;Perez;Cooking;1;40;44.4
5389;Dumas;Computing;1;22;23.98
5390;Gay;Computing;3;95;99.75
5391;Normand;Computing;3;58;64.38
5392;Charrier;Furniture;1;48;54.72
5393;Dupuis;Tools;1;19;21.66
5394;Renard;Computing;6;64;72.32
5395;Berthelot;Cooking;2;33;35.64
5396;Riviere;Cooking;6;19;21.66
5397;Georges;Games;3;34;39.1
5398;Bailly;UNKNOWN;1;85;93.5
5399;Weiss;Tools;6;55;58.85
5400;Lelievre;Cooking;4;11;12.54
5401;Lefort;Furniture;4;40;42.8
5402;Schmitt;Cooking;2;78;85.8
5403;Dias;Furniture;5;14;15.4
5404;Texier;Cooking;3;92;97.52
5405;Ferreira;Tools;6;88;98.56
5406;Marin;UNKNOWN;5;21;23.73
5407;Lacombe;Furniture;4;37;41.07
5408;Lefebvre;Furniture;2;59;66.67
5409;Leleu;Tools;1;73;83.22
5410;Albert;Computing;6;82;89.38
5411;Gay;UNKNOWN;6;79;82.95
5412;Lacroix;Cooking;6;72;79.92
5413;Moreno;Games;2;38;41.42
5414;Ramos;Games;4;42;45.36
5415;Laine;Tools;4;79;87.69
5416;Bourdon;Computing;5;87;94.83
5417;Rey;Tools;4;28;29.68
5418;Chauvet;Tools;2;52;58.76
5419;Legros;UNKNOWN;5;16;16.8
5420;Morel;Computing;4;44;48.84
5421;Dupre;Furniture;2;76;85.88
5422;Thomas;Computing;3;79;83.74
5423;Pottier;Tools;4;84;94.92
5424;Couturier;Computing;3;31;33.79
5425;Bailly;Games;2;97;111.55
5426;Mary;Computing;4;83;95.45
5427;Roussel;Furniture;1;67;77.05
5428;Marques;Furniture;1;51;55.59
5429;Gauthier;Furniture;5;58;66.7
5430;Masse;UNKNOWN;2;27;30.78
5431;Nicolas;Games;2;92;103.96000000000001
5432;Bouchet;Tools;6;86;95.46000000000001
5433;Denis;UNKNOWN;3;96;102.72
5434;Hoareau;Furniture;6;70;75.6
5435;Joly;Computing;1;46;50.6
5436;Dumas;Computing;1;46;48.76
5437;Schmitt;Games;1;66;74.58
5438;Vaillant;Cooking;3;18;20.16
5439;Bourgeois;Cooking;4;50;53.5
5440;Bouvier;Tools;5;78;81.9
5441;Faivre;UNKNOWN;5;98;108.78
5442;Humbert;UNKNOWN;4;18;19.44
5443;Da Silva;Cooking;2;11;11.88
5444;Monnier;Games;3;28;31.64
5445;Gautier;Games;1;77;81.62
5446;Barbier;Furniture;6;75;82.5
5447;Bernier;Computing;1;51;54.57
5448;Duval;Computing;2;94;104.34
5449;Foucher;Cooking;4;75;83.25
5450;Bailly;Furniture;3;53;56.18
5451;Berger;Furniture;4;50;54.0
5452;Francois;Computing;4;58;64.96
5453;Guilbert;Tools;2;21;22.89
5454;Delattre;Computing;6;87;96.57
5455;Pelletier;Computing;5;86;93.74
5456;Antoine;UNKNOWN;4;88;96.8
5457;Parent;Tools;3;45;47.25
5458;Ramos;Computing;2;60;67.2
5459;Navarro;UNKNOWN;3;36;38.88
5460;Carre;Computing;4;94;102.46000000000001
5461;Marchand;UNKNOWN;3;34;37.06
5462;Bousquet;Computing;3;25;28.0
5463;Barbe;Games;1;94;104.34
5464;Dupuy;Tools;3;77;88.55
5465;Jacob;Tools;4;62;66.96
5466;Remy;UNKNOWN;2;72;79.92
5467;Gosselin;Computing;4;47;49.35
5468;Chauveau;Tools;5;28;31.92
5469;Moreno;Games;3;98;111.72
5470;Lelievre;Cooking;4;47;50.29
5471;Alexandre;Cooking;2;40;45.6
5472;Delorme;Cooking;1;59;61.95
5473;Normand;Tools;1;43;48.16
5474;Carre;Cooking;1;62;70.68
5475;Potier;Cooking;2;68;72.76
5476;Chevallier;Tools;2;99;104.94
5477;Martin;Tools;2;78;88.92
5478;Garnier;Tools;4;77;81.62
5479;Pages;Games;3;10;10.7
5480;Delahaye;Furniture;4;63;71.82
5481;Gomez;Furniture;2;14;15.26
5482;Vallet;Computing;5;17;19.04
5483;Bodin;Furniture;6;90;100.8
5484;Gallet;Games;3;40;42.0
5485;Neveu;Furniture;2;57;62.7
5486;Petitjean;Games;5;70;75.6
5487;Jacques;Tools;3;78;86.58
5488;Fleury;Tools;5;85;90.95
5489;Boulay;Games;2;66;69.3
5490;Rossi;Games;3;95;99.75
5491;Gaillard;Games;3;55;62.15
5492;Chauveau;Tools;4;21;24.15
5493;Didier;Cooking;1;66;71.94
5494;Goncalves;Games;3;94;104.34
5495;Jacques;Cooking;5;34;36.04
5496;Dias;Cooking;4;23;24.38
5497;Le Gall;UNKNOWN;3;22;25.3
5498;Lombard;UNKNOWN;1;79;88.48
5499;Rocher;Cooking;1;24;25.2
5500;Charles;Cooking;3;12;12.6
5501;Vallet;Computing;4;64;67.84
5502;Schmitt;Tools;5;67;74.37
5503;Guillou;Computing;3;43;49.45
5504;Seguin;Cooking;4;44;48.84
5505;Auger;Games;5;66;71.94
5506;Carpentier;Tools;2;16;17.92
5507;Martins;Cooking;6;58;62.64
5508;Petit;Cooking;5;40;43.6
5509;Besson;Games;6;64;67.2
5510;Humbert;Games;1;17;19.21
5511;Riviere;Games;1;90;94.5
5512;Delaunay;Computing;3;32;35.52
5513;Toussaint;Tools;5;33;35.97
5514;Lesage;UNKNOWN;3;73;78.84
5515;Bruneau;Games;1;94;105.28
5516;Barbe;Furniture;6;56;62.16
5517;Pichon;Furniture;5;89;102.35
5518;Hernandez;Furniture;5;57;62.13
5519;Joseph;Furniture;6;20;23.0
5520;Renard;Furniture;2;68;78.2
5521;Perrier;Computing;4;87;97.44
5522;Maillot;UNKNOWN;2;83;93.78999999999999
5523;Maillard;Tools;5;65;73.45
5524;Martinez;Computing;2;35;37.8
5525;Le Goff;Computing;5;81;93.15
5526;Robin;Tools;1;17;19.38
5527;Lejeune;Furniture;2;38;41.04
5528;Da Silva;Games;6;32;34.24
5529;Grenier;Computing;4;10;11.4
5530;Barbier;Computing;5;99;112.86
5531;Fischer;Cooking;5;51;54.06
5532;Gomez;Computing;2;47;53.11
5533;Camus;Computing;5;90;96.3
5534;Carlier;Furniture;5;24;26.64
5535;Boulay;UNKNOWN;3;62;68.2
5536;Antoine;Cooking;1;33;37.29
5537;Becker;Cooking;5;51;55.59
5538;Fleury;Furniture;3;91;98.28
5539;Le Roux;Tools;3;75;81.75
5540;Couturier;Furniture;1;37;39.22
5541;Garcia;Tools;1;61;67.1
5542;Potier;Cooking;2;36;40.68
5543;Lemaire;Tools;3;94;100.58
5544;Colas;Cooking;3;45;49.05
5545;Rodriguez;UNKNOWN;3;32;35.84
5546;Pottier;UNKNOWN;5;85;92.65
5547;Dupre;Games;4;24;25.44
5548;Chauvet;Games;1;69;79.35
5549;Gillet;Computing;5;24;27.36
5550;Salmon;Computing;5;29;30.45
5551;Alves;Tools;4;18;19.98
5552;Pascal;Cooking;3;53;57.769999999999996
5553;Le Gall;Tools;1;73;78.84
5554;Perrin;Computing;5;15;16.35
5555;Olivier;Furniture;5;93;105.09
5556;Richard;Cooking;2;26;27.82
5557;Roger;Cooking;3;67;75.03999999999999
5558;Marin;UNKNOWN;5;66;69.3
5559;Payet;Computing;4;61;64.66
5560;Devaux;Tools;6;38;43.7
5561;Lambert;Tools;6;97;106.7
5562;Gay;Cooking;2;46;48.76
5563;Henry;Games;3;33;36.96
5564;Gonzalez;Furniture;1;25;27.5
5565;Renault;Tools;6;98;106.82
5566;Buisson;Furniture;2;50;55.5
5567;Ramos;Computing;2;61;67.71
5568;Royer;Furniture;1;57;64.98
5569;Jacques;Games;4;91;101.92
5570;Lecomte;Games;2;99;106.92
5571;Martin;UNKNOWN;2;73;77.38
5572;Peron;Computing;3;41;45.1
5573;Renard;Cooking;1;91;102.83
5574;Ribeiro;Furniture;5;86;98.03999999999999
5575;Leveque;Computing;1;77;85.47
5576;Blin;Tools;3;71;78.1
5577;Mace;Furniture;4;89;93.45
5578;Faivre;Computing;5;89;100.57
5579;Pires;Furniture;4;70;77.0
5580;Labbe;UNKNOWN;1;66;75.9
5581;Lagarde;Furniture;5;45;50.85
5582;Legrand;UNKNOWN;1;97;103.79
5583;Huet;Cooking;1;82;86.1
5584;Gomes;Tools;4;86;96.32
5585;Boucher;Cooking;4;57;64.41
5586;Maillot;UNKNOWN;5;79;89.27
